,Unnamed: 0,Year,Leading Cause,Sex,Race Ethnicity,Deaths,Death Rate,Age Adjusted Death Rate
782,782,2010,Influenza (Flu) and Pneumonia (J09-J18),F,Other Race/ Ethnicity,0,10000,10000
783,783,2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Other Race/ Ethnicity,0,10000,10000
784,784,2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,154,14.1,17.4
785,785,2008,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",M,Asian and Pacific Islander,14,2.8,4.9
786,786,2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Other Race/ Ethnicity,72,10000,10000
787,787,2011,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,46,8.1,10.2
788,788,2009,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Other Race/ Ethnicity,0,10000,10000
789,789,2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Asian and Pacific Islander,17,3.3,3.5
790,790,2007,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1523,178.7,229.4
791,791,2009,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,143,12.7,21.1
792,792,2012,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Hispanic,60,4.8,5.2
793,793,2012,"Essential Hypertension and Renal Diseases (I10, I12)",F,Black Non-Hispanic,214,20.5,17.4
794,794,2011,Diabetes Mellitus (E10-E14),M,Hispanic,200,17.3,29.2
795,795,2010,Alzheimer's Disease (G30),F,White Non-Hispanic,247,17.3,7.5
796,796,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Black Non-Hispanic,135,15.8,14.8
797,797,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,White Non-Hispanic,5016,354.1,179.8
798,798,2012,Chronic Lower Respiratory Diseases (J40-J47),M,Not Stated/Unknown,11,10000,10000
799,799,2013,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,50,8.3,9.3
800,800,2010,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,51,9.1,11.3
801,801,2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Other Race/ Ethnicity,0,10000,10000
802,802,2014,Certain Conditions originating in the Perinatal Period (P00-P96),F,Not Stated/Unknown,10,10000,10000
803,803,2014,Cerebrovascular Disease (Stroke: I60-I69),F,Black Non-Hispanic,274,26.1,21.4
804,804,2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Hispanic,60,4.8,5.1
805,805,2014,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,91,15.9,19.3
806,806,2007,Chronic Lower Respiratory Diseases (J40-J47),M,Asian and Pacific Islander,43,8.9,16.7
807,807,2014,Chronic Lower Respiratory Diseases (J40-J47),F,Not Stated/Unknown,12,10000,10000
808,808,2011,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,33,10000,10000
809,809,2011,Diabetes Mellitus (E10-E14),F,Black Non-Hispanic,410,39.2,34.7
810,810,2007,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Black Non-Hispanic,87,8.3,7.4
811,811,2009,"Assault (Homicide: Y87.1, X85-Y09)",M,Not Stated/Unknown,7,10000,10000
812,812,2013,Chronic Lower Respiratory Diseases (J40-J47),M,Black Non-Hispanic,184,21.4,26.1
813,813,2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Not Stated/Unknown,0,10000,10000
814,814,2013,Certain Conditions originating in the Perinatal Period (P00-P96),M,Not Stated/Unknown,25,10000,10000
815,815,2013,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,168,13.5,14.8
816,816,2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Other Race/ Ethnicity,5,10000,10000
817,817,2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,White Non-Hispanic,271,20.2,18.4
818,818,2014,All Other Causes,F,Not Stated/Unknown,48,10000,10000
819,819,2010,All Other Causes,M,Asian and Pacific Islander,308,59.2,77.2
820,820,2009,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,155,12.9,16
821,821,2011,"Essential Hypertension and Renal Diseases (I10, I12)",F,Hispanic,83,6.8,8.1
822,822,2014,Diabetes Mellitus (E10-E14),F,White Non-Hispanic,228,16.1,10
823,823,2007,Chronic Lower Respiratory Diseases (J40-J47),F,Asian and Pacific Islander,29,5.6,7.9
824,824,2011,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,79,15,18.5
825,825,2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Other Race/ Ethnicity,5,10000,10000
826,826,2014,"Essential Hypertension and Renal Diseases (I10, I12)",F,Other Race/ Ethnicity,0,10000,10000
827,827,2012,Influenza (Flu) and Pneumonia (J09-J18),F,Other Race/ Ethnicity,6,10000,10000
828,828,2013,"Essential Hypertension and Renal Diseases (I10, I12)",F,Hispanic,103,8.3,9.3
829,829,2012,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Not Stated/Unknown,11,10000,10000
830,830,2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,49,9.3,9.4
831,831,2011,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,179,14.6,17.3
832,832,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Other Race/ Ethnicity,48,10000,10000
833,833,2013,Septicemia (A40-A41),F,White Non-Hispanic,135,9.5,5
834,834,2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Black Non-Hispanic,159,18.5,19.1
835,835,2008,"Assault (Homicide: Y87.1, X85-Y09)",M,Black Non-Hispanic,286,33.7,33.8
836,836,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Not Stated/Unknown,76,10000,10000
837,837,2011,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,36,10000,10000
838,838,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,White Non-Hispanic,6836,476.2,245.5
839,839,2010,"Essential Hypertension and Renal Diseases (I10, I12)",F,Black Non-Hispanic,252,24,21.4
840,840,2009,Diabetes Mellitus (E10-E14),M,Hispanic,172,15.3,25.4
841,841,2013,Viral Hepatitis (B15-B19),F,Asian and Pacific Islander,15,2.5,2.5
842,842,2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,7,10000,10000
843,843,2013,Cerebrovascular Disease (Stroke: I60-I69),F,Black Non-Hispanic,271,25.9,21.7
844,844,2008,Certain Conditions originating in the Perinatal Period (P00-P96),M,Not Stated/Unknown,6,10000,10000
845,845,2007,Atherosclerosis (I70),F,Other Race/ Ethnicity,0,10000,10000
846,846,2012,Diabetes Mellitus (E10-E14),M,White Non-Hispanic,292,21.8,18.1
847,847,2011,All Other Causes,M,Black Non-Hispanic,1337,156.7,181.7
848,848,2011,Influenza (Flu) and Pneumonia (J09-J18),F,White Non-Hispanic,696,49.1,25.4
849,849,2011,All Other Causes,F,Asian and Pacific Islander,278,48.7,57.4
850,850,2009,Influenza (Flu) and Pneumonia (J09-J18),F,Hispanic,216,18,22.8
851,851,2013,Alzheimer's Disease (G30),F,Not Stated/Unknown,8,10000,10000
852,852,2008,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3366,234.5,160.5
853,853,2014,Chronic Lower Respiratory Diseases (J40-J47),M,Black Non-Hispanic,186,21.5,25.4
854,854,2007,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3356,250.9,213.7
855,855,2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,White Non-Hispanic,4085,303.5,244.3
856,856,2007,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",F,Other Race/ Ethnicity,0,10000,10000
857,857,2011,Chronic Lower Respiratory Diseases (J40-J47),M,Black Non-Hispanic,200,23.4,29.1
858,858,2013,Diabetes Mellitus (E10-E14),F,Other Race/ Ethnicity,10,10000,10000
859,859,2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,White Non-Hispanic,75,5.2,5.1
860,860,2009,All Other Causes,F,Not Stated/Unknown,26,10000,10000
861,861,2011,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,83,14.5,17.8
862,862,2014,Influenza (Flu) and Pneumonia (J09-J18),M,Other Race/ Ethnicity,11,10000,10000
863,863,2014,Influenza (Flu) and Pneumonia (J09-J18),F,Not Stated/Unknown,11,10000,10000
864,864,2012,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Other Race/ Ethnicity,0,10000,10000
865,865,2009,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3236,240.5,205.6
866,866,2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Hispanic,57,4.8,4.7
867,867,2012,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",F,Not Stated/Unknown,8,10000,10000
868,868,2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Hispanic,1230,97.1,106.7
869,869,2014,Diabetes Mellitus (E10-E14),M,Hispanic,186,15.6,23.2
870,870,2013,Chronic Lower Respiratory Diseases (J40-J47),M,Other Race/ Ethnicity,0,10000,10000
871,871,2008,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1080,97.7,165.9
872,872,2012,Chronic Lower Respiratory Diseases (J40-J47),F,White Non-Hispanic,507,35.7,21.4
873,873,2011,Chronic Lower Respiratory Diseases (J40-J47),M,Not Stated/Unknown,0,10000,10000
874,874,2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,32,6.2,7.6
875,875,2014,All Other Causes,F,Asian and Pacific Islander,339,54.2,59
876,876,2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,211,15.7,14.5
877,877,2010,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,140,12.3,21.4
878,878,2011,Diabetes Mellitus (E10-E14),M,Other Race/ Ethnicity,14,10000,10000
879,879,2013,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1146,97.1,148.5
880,880,2013,All Other Causes,F,Asian and Pacific Islander,320,53.3,59
881,881,2007,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Asian and Pacific Islander,18,3.7,3.6
882,882,2009,"Essential Hypertension and Renal Diseases (I10, I12)",M,Other Race/ Ethnicity,0,10000,10000
883,883,2010,"Essential Hypertension and Renal Diseases (I10, I12)",F,Other Race/ Ethnicity,0,10000,10000
884,884,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Black Non-Hispanic,2015,236.7,307.7
885,885,2009,"Essential Hypertension and Renal Diseases (I10, I12)",M,Asian and Pacific Islander,26,5.1,7.2
886,886,2007,"Essential Hypertension and Renal Diseases (I10, I12)",M,White Non-Hispanic,123,9.2,7.6
887,887,2012,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Asian and Pacific Islander,22,3.8,4.3
888,888,2013,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Other Race/ Ethnicity,0,10000,10000
889,889,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Other Race/ Ethnicity,52,10000,10000
890,890,2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Not Stated/Unknown,0,10000,10000
891,891,2007,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,22,4.3,6.3
892,892,2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1307,110.7,183.3
893,893,2011,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1085,88.6,99.6
894,894,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1330,120.3,228
895,895,2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Black Non-Hispanic,158,18.5,20.6
896,896,2014,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,220,17.4,19
897,897,2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Black Non-Hispanic,2121,248.9,340.2
898,898,2008,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Black Non-Hispanic,227,21.7,20
899,899,2014,Diabetes Mellitus (E10-E14),M,White Non-Hispanic,292,21.7,18.1
900,900,2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Other Race/ Ethnicity,0,10000,10000
901,901,2013,Influenza (Flu) and Pneumonia (J09-J18),F,White Non-Hispanic,622,43.7,22.1
902,902,2014,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Not Stated/Unknown,7,10000,10000
903,903,2009,Cerebrovascular Disease (Stroke: I60-I69),F,Other Race/ Ethnicity,0,10000,10000
904,904,2008,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Asian and Pacific Islander,13,2.4,3.3
905,905,2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Not Stated/Unknown,0,10000,10000
906,906,2011,Certain Conditions originating in the Perinatal Period (P00-P96),F,Not Stated/Unknown,14,10000,10000
907,907,2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Not Stated/Unknown,10,10000,10000
908,908,2012,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Black Non-Hispanic,152,17.8,18.6
909,909,2012,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,169,13.6,15.7
910,910,2010,All Other Causes,M,Hispanic,1167,102.1,150
911,911,2014,"Chronic Liver Disease and Cirrhosis (K70, K73)",F,Hispanic,66,5.2,5.4
912,912,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1251,107.1,182.5
913,913,2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Other Race/ Ethnicity,10,10000,10000
914,914,2010,Cerebrovascular Disease (Stroke: I60-I69),M,Not Stated/Unknown,0,10000,10000
915,915,2007,Diabetes Mellitus (E10-E14),F,Hispanic,205,17.6,22.6
916,916,2013,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,633,114.2,130.9
917,917,2013,Cerebrovascular Disease (Stroke: I60-I69),F,Other Race/ Ethnicity,7,10000,10000
918,918,2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,43,7.5,8.5
919,919,2011,Influenza (Flu) and Pneumonia (J09-J18),F,Hispanic,218,17.8,21.5
920,920,2013,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1149,92.1,99.9
921,921,2008,"Essential Hypertension and Renal Diseases (I10, I12)",M,Other Race/ Ethnicity,0,10000,10000
922,922,2012,Alzheimer's Disease (G30),F,White Non-Hispanic,222,15.7,7.2
923,923,2014,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",F,Not Stated/Unknown,0,10000,10000
924,924,2013,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,233,19.7,33.1
925,925,2007,Chronic Lower Respiratory Diseases (J40-J47),F,Black Non-Hispanic,163,15.5,14.8
926,926,2012,Alzheimer's Disease (G30),F,Black Non-Hispanic,115,11,8.9
927,927,2012,"Assault (Homicide: Y87.1, X85-Y09)",M,Black Non-Hispanic,235,27.5,27.6
928,928,2008,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1464,172.4,220.4
929,929,2007,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,395,76.7,88.4
930,930,2011,Influenza (Flu) and Pneumonia (J09-J18),F,Not Stated/Unknown,8,10000,10000
931,931,2007,All Other Causes,F,Other Race/ Ethnicity,15,10000,10000
932,932,2009,All Other Causes,M,Asian and Pacific Islander,220,43.1,56.1
933,933,2010,All Other Causes,M,Other Race/ Ethnicity,25,10000,10000
934,934,2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,132,11.6,13.9
935,935,2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Asian and Pacific Islander,437,72.8,81.8
936,936,2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Black Non-Hispanic,2722,258.6,247.3
937,937,2011,All Other Causes,F,Hispanic,1025,83.7,94.8
938,938,2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Black Non-Hispanic,1868,217.7,258.5
939,939,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Not Stated/Unknown,92,10000,10000
940,940,2008,All Other Causes,M,Black Non-Hispanic,1216,143.2,163.5
941,941,2010,All Other Causes,F,White Non-Hispanic,2140,149.7,93.9
942,942,2008,"Essential Hypertension and Renal Diseases (I10, I12)",M,Asian and Pacific Islander,31,6.2,9.8
943,943,2011,Influenza (Flu) and Pneumonia (J09-J18),F,Black Non-Hispanic,273,26.1,22.8
944,944,2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Other Race/ Ethnicity,5,10000,10000
945,945,2007,Cerebrovascular Disease (Stroke: I60-I69),M,Other Race/ Ethnicity,7,10000,10000
946,946,2008,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,156,13.2,16.8
947,947,2009,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,61,11.1,14.1
948,948,2010,Certain Conditions originating in the Perinatal Period (P00-P96),F,Asian and Pacific Islander,18,3.2,4
949,949,2009,All Other Causes,M,Black Non-Hispanic,1246,146.7,167.7
950,950,2014,All Other Causes,M,Other Race/ Ethnicity,74,10000,10000
951,951,2013,Influenza (Flu) and Pneumonia (J09-J18),F,Other Race/ Ethnicity,6,10000,10000
952,952,2014,"Essential Hypertension and Renal Diseases (I10, I12)",F,Black Non-Hispanic,207,19.7,15.9
953,953,2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Not Stated/Unknown,106,10000,10000
954,954,2014,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,199,16.7,26.6
955,955,2008,Chronic Lower Respiratory Diseases (J40-J47),F,Black Non-Hispanic,191,18.2,17.1
956,956,2010,"Essential Hypertension and Renal Diseases (I10, I12)",M,Black Non-Hispanic,178,20.9,27.7
957,957,2011,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Not Stated/Unknown,0,10000,10000
958,958,2007,Influenza (Flu) and Pneumonia (J09-J18),F,Black Non-Hispanic,295,28,26.9
959,959,2013,All Other Causes,M,Black Non-Hispanic,1341,156.3,175.7
960,960,2014,Alzheimer's Disease (G30),F,White Non-Hispanic,276,19.5,8.6
961,961,2009,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,398,72.5,83.5
962,962,2013,All Other Causes,F,White Non-Hispanic,2595,182.5,111.1
963,963,2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,White Non-Hispanic,162,11.3,7.3
964,964,2009,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",M,Other Race/ Ethnicity,0,10000,10000
965,965,2012,All Other Causes,M,Hispanic,1199,102.6,150.5
966,966,2007,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Asian and Pacific Islander,13,2.5,3.2
967,967,2012,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,36,10000,10000
968,968,2008,"Chronic Liver Disease and Cirrhosis (K70, K73)",F,Other Race/ Ethnicity,0,10000,10000
969,969,2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,189,16,19
970,970,2007,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Hispanic,109,9.3,9.5
971,971,2008,Influenza (Flu) and Pneumonia (J09-J18),F,White Non-Hispanic,621,43.3,22.2
972,972,2014,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3153,222.5,150.2
973,973,2008,All Other Causes,F,Black Non-Hispanic,1268,121,116.1
974,974,2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,199,14.9,13.6
975,975,2010,Cerebrovascular Disease (Stroke: I60-I69),F,White Non-Hispanic,382,26.7,14.1
976,976,2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Hispanic,196,17.5,20
977,977,2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Other Race/ Ethnicity,6,10000,10000
978,978,2013,"Essential Hypertension and Renal Diseases (I10, I12)",F,Not Stated/Unknown,7,10000,10000
979,979,2007,Influenza (Flu) and Pneumonia (J09-J18),M,Not Stated/Unknown,13,10000,10000
980,980,2009,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,154,12.9,16
981,981,2008,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Hispanic,149,13.5,16.8
982,982,2008,Cerebrovascular Disease (Stroke: I60-I69),M,White Non-Hispanic,245,18.3,15.4
983,983,2011,Chronic Lower Respiratory Diseases (J40-J47),F,Other Race/ Ethnicity,0,10000,10000
984,984,2011,Alzheimer's Disease (G30),F,Not Stated/Unknown,0,10000,10000
985,985,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Other Race/ Ethnicity,39,10000,10000
986,986,2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,White Non-Hispanic,184,13,8.2
987,987,2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Other Race/ Ethnicity,63,10000,10000
988,988,2009,Chronic Lower Respiratory Diseases (J40-J47),M,White Non-Hispanic,371,27.6,23.3
989,989,2008,Diabetes Mellitus (E10-E14),F,Hispanic,228,19.3,24.1
990,990,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Not Stated/Unknown,0,10000,10000
991,991,2009,Septicemia (A40-A41),F,Not Stated/Unknown,0,10000,10000
992,992,2014,Chronic Lower Respiratory Diseases (J40-J47),F,White Non-Hispanic,515,36.3,21
993,993,2007,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Black Non-Hispanic,248,23.6,22.1
994,994,2014,Influenza (Flu) and Pneumonia (J09-J18),F,Other Race/ Ethnicity,9,10000,10000
995,995,2011,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,98,17.2,20.6
996,996,2012,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1563,182.7,215.3
997,997,2014,Diabetes Mellitus (E10-E14),F,Other Race/ Ethnicity,11,10000,10000
998,998,2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Other Race/ Ethnicity,12,10000,10000
999,999,2011,Certain Conditions originating in the Perinatal Period (P00-P96),M,Other Race/ Ethnicity,0,10000,10000
1000,1000,2010,Influenza (Flu) and Pneumonia (J09-J18),M,Black Non-Hispanic,201,23.6,31.8
1001,1001,2010,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,108,20.7,31.7
1002,1002,2013,All Other Causes,M,Hispanic,1193,101,146.4
1003,1003,2014,"Essential Hypertension and Renal Diseases (I10, I12)",F,Not Stated/Unknown,0,10000,10000
1004,1004,2010,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,74,13.2,16.9
1005,1005,2007,Diabetes Mellitus (E10-E14),M,Other Race/ Ethnicity,11,10000,10000
1006,1006,2008,All Other Causes,M,Hispanic,1069,96.7,139.5
1007,1007,2011,Chronic Lower Respiratory Diseases (J40-J47),F,Not Stated/Unknown,5,10000,10000
1008,1008,2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Asian and Pacific Islander,61,11.5,14.8
1009,1009,2007,"Essential Hypertension and Renal Diseases (I10, I12)",M,Black Non-Hispanic,137,16.1,22
1010,1010,2010,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,235,20.6,38.9
1011,1011,2010,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1045,85.9,98.5
1012,1012,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Not Stated/Unknown,43,10000,10000
1013,1013,2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,40,7.4,7.3
1014,1014,2014,Certain Conditions originating in the Perinatal Period (P00-P96),M,Not Stated/Unknown,25,10000,10000
1015,1015,2009,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Asian and Pacific Islander,17,3.1,3.1
1016,1016,2008,Cerebrovascular Disease (Stroke: I60-I69),M,Other Race/ Ethnicity,5,10000,10000
1017,1017,2010,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,89,15.8,19.2
1018,1018,2009,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,84,16.5,26.1
1019,1019,2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Asian and Pacific Islander,33,5.6,5.8
1020,1020,2009,All Other Causes,M,White Non-Hispanic,1818,135.1,118.5
1021,1021,2014,"Essential Hypertension and Renal Diseases (I10, I12)",M,Black Non-Hispanic,155,18,21.6
1022,1022,2010,Alzheimer's Disease (G30),F,Black Non-Hispanic,88,8.4,7.3
1023,1023,2009,Atherosclerosis (I70),F,Other Race/ Ethnicity,0,10000,10000
1024,1024,2011,Diabetes Mellitus (E10-E14),M,Not Stated/Unknown,7,10000,10000
1025,1025,2009,Chronic Lower Respiratory Diseases (J40-J47),F,Not Stated/Unknown,7,10000,10000
1026,1026,2014,Septicemia (A40-A41),M,Not Stated/Unknown,8,10000,10000
1027,1027,2008,Certain Conditions originating in the Perinatal Period (P00-P96),F,Not Stated/Unknown,6,10000,10000
1028,1028,2008,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Other Race/ Ethnicity,0,10000,10000
1029,1029,2007,Cerebrovascular Disease (Stroke: I60-I69),F,White Non-Hispanic,372,25.9,14.4
1030,1030,2012,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,7,10000,10000
1031,1031,2014,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,105,18.3,25
1032,1032,2014,"Essential Hypertension and Renal Diseases (I10, I12)",M,Not Stated/Unknown,9,10000,10000
1033,1033,2007,Septicemia (A40-A41),F,Black Non-Hispanic,89,8.5,8.1
1034,1034,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Hispanic,1263,102,118.4
1035,1035,2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Not Stated/Unknown,0,10000,10000
1036,1036,2008,Diabetes Mellitus (E10-E14),F,White Non-Hispanic,210,14.6,8.8
1037,1037,2012,All Other Causes,F,Other Race/ Ethnicity,22,10000,10000
